Date,Daily Mean PM2.5 Concentration,temp,visibility,winddir,windspeed,precip,solarradiation,cloudcover,humidity,Month
2020-09-02,9.4,23.5,12.2,140.6,14.5,2.779,68.3,75.6,85.8,9
2020-09-03,10.1,25.4,14.4,289.3,17.0,14.415,162.3,56.4,69.1,9
2020-09-04,10.0,24.7,14.7,316.8,18.3,0.0,193.4,17.8,65.4,9
2020-09-05,5.4,22.1,16.0,303.7,14.5,0.0,188.7,17.0,48.8,9
2020-09-06,9.3,22.7,16.0,196.4,23.4,0.0,148.0,18.6,58.5,9
2020-09-07,5.5,22.4,16.0,179.9,18.9,0.0,159.1,12.5,67.7,9
2020-09-08,8.5,23.5,16.0,155.4,13.3,0.0,181.0,18.2,71.0,9
2020-09-09,11.0,23.7,16.0,58.1,10.8,0.0,109.2,32.0,77.0,9
2020-09-10,7.3,24.9,12.5,130.5,13.3,21.367,93.1,85.3,86.3,9
2020-09-11,7.6,22.6,14.5,15.6,20.5,0.0,123.6,57.9,70.4,9
2020-09-12,5.2,18.9,16.0,71.8,16.1,0.0,166.2,52.6,64.7,9
2020-09-13,7.9,20.6,16.0,161.4,18.3,0.0,76.3,72.5,74.6,9
2020-09-14,5.6,21.7,16.0,330.8,24.3,0.0,152.8,34.3,58.5,9
2020-09-15,5.8,15.3,16.0,34.1,15.9,0.0,163.0,15.4,53.8,9
2020-09-16,8.1,17.5,16.0,205.5,19.9,0.0,143.7,19.6,65.9,9
2020-09-17,10.2,20.5,16.0,240.2,14.0,0.0,98.0,45.8,72.7,9
2020-09-18,6.4,18.6,16.0,12.4,23.4,0.0,155.3,39.9,60.7,9
2020-09-19,3.6,13.5,16.0,20.0,22.7,0.0,181.6,5.2,37.5,9
2020-09-20,3.9,13.2,16.0,30.6,17.7,0.0,169.8,6.1,40.5,9
2020-09-21,5.6,13.6,16.0,28.9,14.6,0.0,176.0,4.5,46.0,9
2020-09-22,7.9,15.6,16.0,329.2,20.6,0.0,173.7,7.2,45.2,9
2020-09-23,9.6,20.3,16.0,300.9,26.3,0.0,163.8,9.4,48.5,9
2020-09-24,15.0,20.1,16.0,260.9,14.3,0.0,89.3,13.7,58.8,9
2020-09-25,24.8,20.0,14.4,192.1,13.6,0.0,128.3,14.4,72.2,9
2020-09-26,15.4,20.5,14.8,144.8,15.6,0.0,90.5,52.7,78.2,9
2020-09-27,10.2,22.4,14.8,105.6,13.2,0.0,91.3,81.8,80.8,9
2020-09-28,6.2,22.5,13.9,170.5,19.3,1.255,105.2,56.0,82.0,9
2020-09-29,8.4,21.5,13.7,168.0,21.5,13.533,33.8,66.9,87.6,9
2020-09-30,4.3,18.9,14.0,236.7,32.3,26.414,161.7,49.3,68.6,9
2020-10-01,7.7,18.1,16.0,236.7,16.0,0.0,93.3,42.2,60.3,10
2020-10-02,6.1,15.5,15.9,285.6,14.8,1.085,104.4,63.9,64.9,10
2020-10-03,5.6,14.5,16.0,321.3,13.6,0.0,153.2,9.0,56.9,10
2020-10-04,5.4,14.4,16.0,45.8,14.5,0.0,123.0,17.7,62.9,10
2020-10-05,6.6,15.7,16.0,28.7,11.3,0.0,93.2,33.4,66.4,10
2020-10-06,10.4,16.5,16.0,230.8,15.8,0.0,116.8,24.4,65.9,10
2020-10-07,10.3,18.5,15.9,250.6,25.3,0.224,71.4,45.0,60.9,10
2020-10-08,3.6,14.8,16.0,304.2,26.9,0.0,138.6,7.9,49.3,10
2020-10-09,6.7,15.0,16.0,244.0,16.4,0.0,135.1,23.0,53.1,10
2020-10-10,9.9,17.9,16.0,217.7,21.1,0.0,78.0,16.0,68.3,10
2020-10-11,8.3,17.8,16.0,46.1,20.6,0.0,64.6,67.2,68.1,10
2020-10-12,4.3,11.5,8.5,59.9,21.4,24.759,14.8,100.0,88.1,10
2020-10-13,4.3,13.4,9.3,13.2,19.7,14.454,62.5,98.3,90.0,10
2020-10-14,7.1,14.9,16.0,245.5,15.3,0.0,167.9,4.2,61.4,10
2020-10-15,8.7,17.0,16.0,183.0,24.7,0.0,167.2,16.1,70.2,10
2020-10-16,5.6,13.9,12.7,334.6,20.9,30.911,84.5,86.4,86.1,10
2020-10-17,6.0,10.9,16.0,327.5,17.7,0.814,133.1,28.0,58.9,10
2020-10-18,9.5,11.9,16.0,125.5,21.5,0.0,99.8,25.4,66.1,10
2020-10-19,9.3,14.4,16.0,138.4,14.8,0.0,68.9,46.8,76.5,10
2020-10-20,11.6,17.2,12.8,176.9,12.4,0.201,54.9,70.3,87.3,10
2020-10-21,11.4,17.9,8.3,187.9,13.0,0.0,61.5,93.0,91.1,10
2020-10-22,24.9,18.8,8.4,40.0,9.8,0.0,57.7,87.4,89.2,10
2020-10-23,15.4,18.2,10.0,213.3,11.3,0.0,74.2,98.6,88.6,10
2020-10-24,6.7,17.0,15.4,279.6,21.7,0.0,45.9,78.4,73.9,10
2020-10-25,4.1,9.2,15.3,32.1,17.5,0.676,60.1,46.7,61.5,10
2020-10-26,11.2,12.0,6.1,34.1,14.4,1.005,23.2,100.0,91.3,10
2020-10-27,6.6,13.4,12.8,6.3,13.2,0.0,67.6,86.8,77.3,10
2020-10-28,7.3,12.4,11.3,322.2,10.3,3.0,26.0,89.5,82.4,10
2020-10-29,4.7,10.6,9.3,38.0,24.3,39.045,13.7,92.0,86.4,10
2020-10-30,2.8,5.1,11.6,19.8,25.9,18.267,46.3,86.1,84.8,10
2020-10-31,9.8,4.1,16.0,27.0,14.0,0.0,102.4,13.1,66.4,10
2020-11-01,7.4,9.4,14.1,224.0,25.4,10.279,30.2,87.4,71.2,11
2020-11-03,5.7,8.1,16.0,271.0,26.8,0.0,62.8,42.2,48.0,11
2020-11-04,10.4,10.4,16.0,168.8,16.6,0.0,101.0,1.1,57.7,11
2020-11-05,13.0,13.5,15.4,219.7,18.5,0.0,167.0,10.2,72.6,11
2020-11-06,13.3,15.5,16.0,223.8,19.0,0.0,136.3,10.7,64.5,11
2020-11-10,16.8,17.6,14.6,221.2,16.4,0.0,172.8,17.8,75.5,11
2020-11-11,7.6,18.6,11.8,207.4,16.7,23.288,198.9,82.2,89.8,11
2020-11-12,3.8,13.4,12.1,4.9,20.4,5.729,173.3,99.8,83.7,11
2020-11-13,6.3,8.7,9.9,7.5,15.2,4.078,30.4,70.3,84.7,11
2020-11-14,7.6,8.2,16.0,312.6,20.7,0.0,99.0,6.9,55.0,11
2020-11-15,9.2,10.0,15.8,161.9,35.8,3.424,47.9,57.1,66.9,11
2020-11-18,7.9,0.8,16.0,320.3,33.9,0.0,76.7,22.1,46.0,11
2020-11-20,11.6,11.0,16.0,214.2,20.0,0.0,90.3,10.9,50.6,11
2020-11-21,11.2,12.7,16.0,328.4,15.6,0.0,77.8,46.3,49.3,11
2020-11-22,7.4,9.3,15.6,63.1,17.6,0.0,22.7,99.5,67.1,11
2020-11-23,9.3,10.6,13.5,295.9,34.5,11.016,70.5,55.0,68.9,11
2020-11-24,5.3,6.6,16.0,302.0,22.4,0.0,71.8,41.5,51.6,11
2020-11-25,8.5,9.3,16.0,204.7,17.7,0.0,40.5,70.6,58.5,11
2020-11-26,9.5,14.5,13.3,229.9,18.6,18.442,36.6,73.6,77.4,11
2020-11-27,7.3,12.5,15.9,296.1,14.7,0.0,61.9,51.0,65.2,11
2020-11-28,5.4,9.5,16.0,312.9,17.2,0.0,52.5,54.9,59.1,11
2020-11-29,9.7,7.9,16.0,232.5,11.0,0.0,77.6,4.5,48.4,11
2021-09-01,9.0,21.6,11.6,45.2,37.1,159.349,36.3,97.2,82.1,9
2021-09-02,2.7,19.9,15.2,341.9,28.0,22.326,211.0,54.8,63.3,9
2021-09-03,3.6,19.4,16.0,327.4,14.6,0.0,174.7,26.4,60.2,9
2021-09-04,3.9,20.8,16.0,305.8,10.9,0.0,216.1,11.1,62.4,9
2021-09-05,9.4,21.4,15.9,226.6,14.5,0.596,71.1,61.6,77.0,9
2021-09-06,8.0,23.5,15.3,278.7,21.2,0.0,228.8,58.2,66.0,9
2021-09-07,5.3,22.1,16.0,296.3,13.6,0.0,245.3,6.4,61.0,9
2021-09-08,9.4,24.1,16.0,172.9,26.9,0.0,198.8,41.0,72.7,9
2021-09-09,8.4,21.4,13.8,328.0,16.0,5.648,128.5,69.1,84.0,9
