Date,Daily Mean PM2.5 Concentration,temp,visibility,winddir,windspeed,precip,solarradiation,cloudcover,humidity,Month
2019-07-08,11.2,23.1,15.8,32.1,12.0,1.812,122.7,49.2,69.7,7
2019-07-11,9.2,25.9,13.6,177.7,23.2,24.158,108.9,58.1,69.5,7
2019-07-14,8.0,28.2,16.0,301.3,22.0,0.0,275.6,12.7,48.8,7
2019-07-17,11.5,29.6,14.6,226.2,17.7,37.119,211.9,41.3,62.7,7
2019-07-20,12.5,32.0,15.9,272.2,18.3,0.0,249.4,13.4,58.7,7
2019-07-23,2.4,22.0,14.1,12.6,16.1,34.821,86.7,90.2,81.2,7
2019-07-26,10.1,25.8,16.0,335.7,13.0,0.0,223.0,17.5,54.0,7
2019-07-29,14.5,28.4,16.0,243.6,17.7,0.135,226.4,20.0,56.5,7
2019-08-01,8.0,26.0,14.9,23.4,11.3,0.0,194.3,34.1,60.2,8
2019-08-04,7.7,25.4,14.9,7.2,15.0,20.719,206.8,34.6,68.0,8
2019-08-07,10.2,24.5,13.9,185.5,22.1,24.063,127.8,54.9,80.8,8
2019-08-10,3.8,23.4,16.0,305.9,23.2,0.0,229.8,20.0,48.5,8
2019-08-13,14.0,24.7,15.8,213.3,13.9,1.231,82.3,67.0,73.9,8
2019-08-16,7.8,23.8,16.0,89.8,11.6,0.0,116.5,62.2,73.5,8
2019-08-19,7.9,27.0,16.0,234.1,15.6,0.0,228.3,19.2,68.1,8
2019-08-22,7.0,27.1,15.0,275.7,22.8,18.879,192.4,29.5,68.9,8
2019-08-25,3.6,21.0,16.0,59.4,24.6,0.0,180.4,40.4,61.4,8
2019-08-28,4.7,21.6,14.9,50.3,14.4,1.25,99.9,74.5,83.0,8
2019-08-31,4.8,24.0,16.0,13.0,14.6,0.0,200.7,15.0,50.8,8
2020-06-18,7.4,21.4,14.4,115.0,16.4,0.0,209.7,77.5,80.7,6
2020-06-19,8.3,23.1,13.9,197.0,23.8,0.0,302.8,53.9,72.6,6
2020-06-20,11.1,24.8,16.0,193.9,18.3,0.0,247.2,19.6,66.7,6
2020-06-21,11.0,25.2,16.0,204.0,19.5,0.0,297.1,20.1,65.8,6
2020-06-22,8.5,27.1,16.0,190.7,19.5,0.0,277.1,17.1,61.7,6
2020-06-23,12.3,26.4,15.9,163.8,17.9,0.0,316.3,12.6,65.6,6
2020-06-24,10.3,26.4,15.6,269.4,28.2,0.0,323.6,28.2,56.7,6
2020-06-25,8.3,25.4,16.0,210.4,28.1,0.0,255.5,19.9,46.0,6
2020-06-26,10.5,25.6,15.8,289.8,19.1,0.0,289.3,21.0,49.4,6
2020-06-27,12.9,24.4,15.6,241.0,20.0,3.724,142.2,31.4,65.6,6
2020-06-28,12.8,26.1,15.5,196.8,17.6,2.703,246.1,32.1,71.0,6
2020-06-29,9.5,24.7,15.9,352.3,18.1,5.585,270.0,31.3,68.1,6
2020-06-30,6.4,22.5,15.7,15.7,14.0,0.0,187.6,37.3,72.1,6
2020-07-01,9.5,22.9,15.4,250.2,14.0,1.592,191.6,44.6,74.2,7
2020-07-02,10.8,26.7,16.0,334.0,17.7,0.0,282.9,22.2,59.9,7
2020-07-03,15.0,27.5,15.2,33.9,20.5,2.31,211.5,46.4,61.3,7
2020-07-04,15.4,24.5,14.8,80.6,15.2,0.458,277.0,59.5,70.7,7
2020-07-05,21.8,27.4,14.2,243.3,15.0,0.0,301.8,29.9,59.8,7
2020-07-06,16.5,26.6,14.5,70.0,19.0,39.625,227.8,28.4,63.1,7
2020-07-07,12.1,24.3,15.6,103.6,16.0,0.0,164.0,80.7,77.6,7
2020-07-08,13.7,26.1,15.5,184.0,15.5,0.494,156.1,60.2,78.0,7
2020-07-09,11.1,27.2,15.4,180.2,18.2,0.0,313.5,16.9,70.2,7
2020-07-10,6.0,24.1,9.7,80.5,24.6,67.689,67.5,86.8,89.1,7
2020-07-11,8.2,25.5,13.8,197.2,22.6,12.647,276.8,51.7,83.7,7
2020-07-12,6.7,26.7,15.8,262.1,15.6,3.018,254.5,24.2,59.8,7
2020-07-13,6.9,26.4,16.0,280.7,17.6,0.639,272.3,32.7,59.6,7
2020-07-14,5.7,25.7,16.0,325.5,16.7,0.0,258.3,27.2,53.9,7
2020-07-15,8.0,24.0,16.0,95.2,15.7,0.0,206.4,45.9,69.2,7
2020-07-16,4.9,22.9,16.0,139.6,16.2,0.0,207.1,62.8,64.2,7
2020-07-17,8.7,24.3,15.8,183.8,13.7,0.535,116.6,65.2,75.1,7
2020-07-18,11.2,27.5,15.4,324.2,11.9,0.0,274.2,14.8,60.9,7
2020-07-19,17.1,29.6,16.0,209.0,24.1,0.0,247.7,10.6,59.9,7
2020-07-20,14.2,30.7,15.9,274.6,16.8,0.0,260.7,21.1,57.8,7
2020-07-21,8.7,29.0,16.0,266.1,15.1,0.0,233.9,14.0,51.3,7
2020-07-22,14.1,27.5,15.2,207.2,16.2,18.004,178.4,47.0,73.7,7
2020-07-23,10.5,26.7,15.7,228.3,17.2,0.974,183.1,37.1,75.7,7
2020-07-24,9.5,25.2,15.5,54.5,14.0,3.829,105.9,51.7,77.6,7
2020-07-25,13.3,27.2,15.3,214.0,17.1,0.0,198.2,31.6,68.3,7
2020-07-26,9.5,29.3,16.0,248.9,24.1,0.0,241.7,18.8,57.6,7
