Date,Daily Mean PM2.5 Concentration,temp,visibility,winddir,windspeed,precip,solarradiation,cloudcover,humidity
6/16/2014,7.9,22.6,16,159.5,17.7,0,358.4,12.6,56.4
6/19/2014,6.8,23.6,15.7,348,13,1.69,204.5,54.7,68.2
6/22/2014,7.4,21.7,16,124.4,14.1,0,285.7,48.1,55.1
6/25/2014,8,25.2,14.6,187,22.9,0,263.8,60.2,71.7
6/28/2014,8.4,24.4,16,171.5,17,0,348.9,13.5,50.9
7/1/2014,10.5,27.4,15.9,190,20.1,0,324.5,34.2,62.7
7/4/2014,6.3,21.9,13.5,343.7,23,4.421,112.5,72.3,74.7
7/7/2014,14.5,28.1,15.7,221.1,31.8,0,314.6,32.9,51.7
7/10/2014,7.6,24.8,16,25.9,12.3,0,224.9,44.6,59.9
7/13/2014,9,25.3,15.4,177.5,20,0.322,261,53.1,69.9
7/19/2014,9,22.9,16,65,15.8,0,155.4,29,56.1
7/22/2014,11.5,26.2,15.9,204.1,21.6,0,316,16.7,60.5
7/25/2014,6.7,23.8,15.9,333.1,15.3,0,337.4,27.2,48.7
7/28/2014,3.5,24.7,15.3,246.6,24.1,3.985,305.7,65.4,67
7/31/2014,14.4,23.9,15.7,196.6,25.2,0.261,308.7,48,57.3
8/3/2014,10.8,21.9,14,82.9,11.9,1.625,194.5,81.3,73.9
8/6/2014,9.1,24.9,15.8,341.8,20.1,0,260.3,22.9,56.6
8/9/2014,11.9,25,16,20.5,11.7,0,309.3,8.8,45.5
8/12/2014,3.7,24.2,15.5,143.9,29.5,1.188,127.3,69.6,69.3
8/15/2014,4.1,19.8,16,293,21.7,0,291,48.1,51.4
8/18/2014,4.8,22.3,16,328.3,16.6,0,302.8,16.2,51.1
8/21/2014,8.2,23.6,15.4,178,21,1.508,242.2,60.9,62.9
8/24/2014,4.5,21.8,16,43.4,15.6,0,277.3,26.2,64.1
8/27/2014,14.7,26.5,15.9,223.4,16,0,282.3,17.3,56.8
8/30/2014,6.3,21.8,16,170.8,17.7,0,268.7,56.8,63.2
9/2/2014,14.1,29.1,15.9,244.9,24,0,257.9,17.4,62.4
9/5/2014,13.1,25.7,14.6,200.4,17.3,0,246.2,41.7,73.5
9/8/2014,7.1,20.9,16,70,17.9,0,192.9,23.8,57.2
9/11/2014,7.4,23.9,15.9,220.6,20.4,0,196.5,71.8,69.6
9/14/2014,3.2,16.3,16,354.5,17,0,245.5,14.9,58.2
9/17/2014,6.5,18,16,325,11.5,0,255.5,7.3,52.4
9/20/2014,8.2,19.1,15.9,162,24.4,0,236.5,50.7,66.3
9/23/2014,7.8,15.9,16,313.5,13.4,0,230.3,6.8,52.1
9/26/2014,5.5,19.6,16,15.9,15.7,0,188.3,4.8,58.5
9/29/2014,14.2,22.2,15.9,275.4,8.8,0,76,28.5,62.4
10/2/2014,4.3,17.6,16,44.1,13.9,0,140.4,99.5,71.9
10/5/2014,6.5,11.4,16,274.4,25.1,0,219.8,2.5,49.6
10/8/2014,7.7,19.5,15.7,242.6,26.3,2.759,205.6,46.9,58.5
10/11/2014,6.5,12.1,13.6,25,15.1,8.186,64,82.8,78.3
10/14/2014,4.7,20.6,15.1,168.5,26.3,0.158,186.9,74.2,78
10/17/2014,7.3,18.4,15.8,232.4,23.6,0,181.7,36.9,62.4
10/20/2014,5.2,10.1,15.9,222,17,0,139.5,17.2,51
10/23/2014,2.8,11.2,14.2,351.9,27.9,14.431,31.9,99.5,79.9
10/26/2014,4.6,14.4,15.9,297.1,25.9,0.241,155.9,68.1,49.1
10/29/2014,11,16.2,15.3,288.1,26.3,0.237,87.8,41.3,70.6
11/1/2014,3.6,7.7,15.1,12,25.6,8.011,54.2,100,74.2
11/4/2014,8.2,15.7,16,225.4,21.8,0,137.2,41.6,28.7
11/7/2014,3,8.4,15.7,305.9,28.8,0,103.7,65.3,62.7
11/10/2014,10.2,10.4,16,194.8,15.8,0,138.7,6.8,56.2
11/13/2014,6.6,5.9,14.9,319.8,12.1,4.107,115.3,54.8,60.2
11/16/2014,11.7,4,16,221.7,13,0,87.9,80.3,52.5
11/19/2014,8.5,-2.4,16,247.5,22.2,0,133.5,15.9,40
11/22/2014,11.8,1.9,16,231.7,21.4,0,124,32.3,40.4
11/25/2014,5.2,13.9,16,258.8,20.7,0,31.1,28.1,46.8
11/28/2014,6.1,0,16,310.7,24.9,0,99.6,15.1,57.1
12/1/2014,11.1,11.1,15.8,300.5,20.5,2.255,44.5,81.3,63.1
12/4/2014,7.4,4.2,16,300.6,19.5,0,92.6,14.6,48.1
12/7/2014,2.9,2.7,15.9,13.5,28.9,2.834,77.4,23.2,50.7
12/19/2014,3.4,1.8,16,315.2,24.1,0,95.6,73.4,57.2
12/22/2014,10.6,4.2,12.8,42.6,14.5,0.936,59.9,100,81.6
12/25/2014,1.7,10.9,14.2,280.9,32.8,1.967,78.6,67.3,54.9
12/28/2014,12.5,8.6,14.9,274.4,17.4,2.344,42.8,68.9,69.1
12/31/2014,6.4,-1.9,16,272,20.9,0,91.7,46.3,44.4
1/3/2015,8.4,1.5,10.4,57.1,17,15.311,63.3,61.8,72.4
1/6/2015,7.9,-6.6,12,277,18.2,0.983,21.9,59.5,59.6
1/9/2015,7.7,-3.5,14.2,243.4,26,1.714,59.8,53.8,49.9
1/12/2015,14.7,2.3,10.8,250.4,12.3,9.199,12.4,100,74
1/15/2015,15.6,-1.5,15.9,287,16.8,0,100.1,44.4,58.4
1/18/2015,10.9,1.2,9.1,354.2,13.7,51.034,31.6,83,84.2
1/21/2015,6.7,-1,16,15.3,11.5,0,58.6,50.5,40.5
1/24/2015,15.1,1.7,7.5,332.1,19.9,17.713,22.1,85.5,80.9
1/27/2015,4.3,-4.5,10,349.3,26.9,6.648,53.2,74.1,68.3
1/30/2015,12.8,-0.4,12.2,306.9,35.1,2.592,72.6,73.9,65.3
2/8/2015,26.6,1.2,9.3,59,19.2,0,72.6,92.2,79.8
2/11/2015,8.7,-2.5,16,17,19.9,0,169.1,7.3,51.4
2/14/2015,12.5,-5,12.8,245.2,20.6,0.653,67.7,82.2,58.2
2/17/2015,6,-6.5,10.9,14.7,15,2.939,98.3,68.3,59.2
2/20/2015,7,-12.1,16,287.8,30,0,184.8,2.1,38.3
2/23/2015,17.1,-5,16,318.5,31.3,0,136.7,34.8,41.9
2/26/2015,13.4,-4.3,15.4,21.2,17.8,0,127.6,69.4,51.4
3/1/2015,17.1,-3.7,10.5,202.1,18.1,11.967,48.7,77.2,60.5
3/4/2015,28.7,4.4,9.4,225,14.8,5.105,58.5,99.5,82.2
3/7/2015,25.2,-2.5,15.8,233.8,23.1,0,211.3,38.4,49.2
3/10/2015,28.4,6,12.4,89.5,13.5,9.041,81.3,47.8,65.1
3/13/2015,5.5,2.9,16,141,18.2,0,183.9,13.5,33.8
3/16/2015,15.7,5.1,16,296,22.5,0,184.2,23,54.3
3/19/2015,2.7,1.3,16,316.5,22.8,0,253.5,19.7,32.2
3/22/2015,4.3,2.9,16,315,24.2,0,259,13.5,40.1
3/25/2015,18,3.8,14.9,173,19.3,1.381,206.8,43.3,57.1
3/28/2015,3.3,2,15.5,337.8,22.7,0,134.6,97.5,53.9
3/31/2015,3.2,4.5,13.7,301.4,20,4.99,120.6,69.1,67
4/3/2015,13,15.8,13.9,218.6,28.9,0.687,66,77.2,64.4
4/6/2015,10.4,10.2,15.9,72.9,19.2,0,239.4,12,58.5
