Date,Daily Mean PM2.5 Concentration,temp,visibility,winddir,windspeed,precip,solarradiation,cloudcover,humidity,Month
2018-04-02,6.3,3.5,11.8,40.1,22.4,13.455,94.1,74.5,68.2,4
2018-04-05,3.0,4.2,16.0,292.4,31.7,0.0,189.9,35.8,35.2,4
2018-04-08,3.5,3.2,16.0,340.1,30.5,0.0,201.5,38.9,40.0,4
2018-04-11,11.3,6.4,16.0,180.4,16.4,0.0,163.4,37.3,45.5,4
2018-04-14,14.6,17.7,15.8,92.0,27.9,0.0,233.4,23.5,55.8,4
2018-04-17,3.8,6.6,16.0,286.0,28.5,0.0,243.2,94.8,57.2,4
2018-04-20,3.2,5.8,16.0,315.6,29.9,0.0,268.1,19.2,47.6,4
2018-04-23,10.1,12.2,16.0,101.7,21.2,0.0,271.0,6.1,41.6,4
2018-04-26,3.2,16.2,13.5,296.0,24.6,5.216,279.4,42.0,60.5,4
2018-04-29,3.2,11.3,15.7,312.5,28.7,2.424,205.4,81.8,64.3,4
2018-05-02,9.7,24.8,16.0,232.6,29.5,0.0,279.5,12.6,26.0,5
2018-05-05,5.8,20.3,16.0,301.7,25.0,0.0,198.8,32.8,38.4,5
2018-05-08,7.2,16.6,16.0,174.7,17.3,0.0,271.3,5.7,63.0,5
2018-05-11,4.5,18.4,15.6,321.7,23.6,0.0,250.3,29.7,50.3,5
2018-05-14,9.7,15.5,10.5,183.8,18.4,0.666,197.3,69.5,82.0,5
2018-05-17,7.1,17.5,8.3,30.2,10.0,4.995,109.3,71.0,87.5,5
2018-05-20,8.1,20.7,10.4,296.9,19.7,0.0,186.8,79.4,76.6,5
2018-05-23,6.3,20.8,11.9,319.8,16.0,6.983,220.9,59.3,68.1,5
2018-05-26,14.7,27.2,15.7,240.1,15.2,0.0,252.8,23.2,59.0,5
2018-05-29,12.9,24.2,13.5,200.8,13.1,0.0,307.1,50.2,68.6,5
2019-03-01,9.7,-0.7,12.7,48.6,16.2,2.431,106.2,91.3,73.7,3
